商量	商量	shang1liang5	shāngliang	to consult; to talk over; to discuss
商人	商人	shang1ren2	shāngrén	merchant; businessman
上周	上周	shang4zhou1	shàngzhōu	last week
少数	少數	shao3shu4	shǎoshù	small number; few; minority
少年	少年	shao4nian2	shàonián	early youth; youngster; (literary) youth
身边	身邊	shen1bian1	shēnbiān	at one's side; on hand
什么样	什麼樣	shen2me5yang4	shénmeyàng	what kind?; what sort?
生	生	sheng1	shēng	to be born; to give birth; life
生词	生詞	sheng1ci2	shēngcí	new word (in textbook); word that is unfamiliar or not yet studied
生活	生活	sheng1huo2	shēnghuó	to live; life; livelihood
声音	聲音	sheng1yin1	shēngyīn	voice; sound
省	省	sheng3, xing3	shěng, xǐng	province; to save; to omit | to examine oneself; to be aware
十分	十分	shi2fen1	shífēn	very; completely; utterly
实际	實際	shi2ji4	shíjì	reality; practice; practical
实习	實習	shi2xi2	shíxí	to practice; field work; to intern
实现	實現	shi2xian4	shíxiàn	to achieve; to implement; to realize
实在	實在	shi2zai4	shízài	really; honestly; indeed
食物	食物	shi2wu4	shíwù	food
使用	使用	shi3yong4	shǐyòng	to use; to employ; to apply
市	市	shi4	shì	market; city
市长	市長	shi4zhang3	shìzhǎng	mayor
事情	事情	shi4qing5	shìqing	affair; matter; thing; business
收	收	shou1	shōu	to receive; to accept; to collect
收到	收到	shou1dao4	shōudào	to receive
收入	收入	shou1ru4	shōurù	to take in; income; revenue
手表	手錶	shou3biao3	shǒubiǎo	wristwatch
受到	受到	shou4dao4	shòudào	to receive (praise, an education, punishment etc); to be ...ed (praised, educated, punished etc)
舒服	舒服	shu1fu5	shūfu	comfortable; feeling well
熟	熟	shu2	shú	ripe; mature; thoroughly cooked; done; familiar; acquainted
数	數	shu4	shù	number; figure; several; a few
数字	數字	shu4zi4	shùzì	numeral; digit; number
水平	水平	shui3ping2	shuǐpíng	level (of achievement etc); standard; horizontal
顺利	順利	shun4li4	shùnlì	smoothly; without a hitch
说明	說明	shuo1ming2	shuōmíng	to explain; to illustrate; to indicate
司机	司機	si1ji1	sījī	chauffeur; driver
送到	送到	song4dao4	sòngdào	Deliver
送给	送給	song4gei3	sònggěi	to send; to give as a present
算	算	suan4	suàn	to regard as; to figure; to calculate
虽然	雖然	sui1ran2	suīrán	although; even though (often used correlatively with 是 or 是 etc)
随便	隨便	sui2bian4	suíbiàn	as one wishes; as one pleases; at random
随时	隨時	sui2shi2	suíshí	at any time; at all times; at the right time; whenever necessary
所以	所以	suo3yi3	suǒyǐ	therefore; as a result; so
所有	所有	suo3you3	suǒyǒu	all; to have; to possess; to own
它	它	ta1	tā	it
它们	它們	ta1men5	tāmen	they (for inanimate objects)
太太	太太	tai4tai5	tàitai	married woman; Mrs.; Madam
太阳	太陽	tai4yang5	tàiyang	sun; abbr. for 太阳穴
态度	態度	tai4du5	tàidu	manner; bearing; attitude
讨论	討論	tao3lun4	tǎolùn	to discuss; to talk over
套	套	tao4	tào	to cover; to encase; cover
特别	特別	te4bie2	tèbié	unusual; special; very; especially; particularly; expressly; for a specific purpose
特点	特點	te4dian3	tèdiǎn	characteristic (feature); trait; feature
疼	疼	teng2	téng	(it) hurts; sore; to love dearly
提	提	ti2	tí	to carry (hanging down from the hand); to lift; to put forward
提出	提出	ti2chu1	tíchū	to raise (an issue); to propose; to put forward
提到	提到	ti2dao4	tídào	to mention; to raise (a subject); to refer to
提高	提高	ti2gao1	tígāo	to raise; to increase; to improve
题	題	ti2	tí	topic; problem for discussion; exam question
体育	體育	ti3yu4	tǐyù	sports; physical education
体育场	體育場	ti3yu4chang3	tǐyùchǎng	stadium
体育馆	體育館	ti3yu4guan3	tǐyùguǎn	gym; gymnasium; stadium
天上	天上	tian1shang4	tiānshàng	celestial; heavenly
条	條	tiao2	tiáo	strip; item; article
条件	條件	tiao2jian4	tiáojiàn	condition; circumstance; term; factor; requirement; prerequisite; qualification; situation; state; condition
听讲	聽講	ting1jiang3	tīngjiǎng	to attend a lecture; to listen to a talk
听说	聽說	ting1shuo1	tīngshuō	to hear (sth said); one hears (that); hearsay
停	停	ting2	tíng	to stop; to halt; to park (a car)
停车	停車	ting2che1	tíngchē	to pull up (stop one's vehicle); to park; (of a machine) to stop working
停车场	停車場	ting2che1chang3	tíngchēchǎng	parking lot; car park
挺	挺	ting3	tǐng	straight; erect; to stick out (a part of the body)
挺好	挺好	ting3hao3	tǐnghǎo	very good
通	通	tong1	tōng	to go through; to know well; (suffix) expert
通过	通過	tong1guo4	tōngguò	to pass through; to get through; to adopt (a resolution); to pass (legislation); to pass (a test)
通知	通知	tong1zhi1	tōngzhī	to notify; to inform; notice
同时	同時	tong2shi2	tóngshí	at the same time; simultaneously
同事	同事	tong2shi4	tóngshì	colleague; co-worker
同样	同樣	tong2yang4	tóngyàng	same; equal; equivalent
头	頭	tou2, tou5	tóu, tou	head; top; first | (noun suffix)
头发	頭髮	tou2fa5	tóufa	hair (on the head)
图片	圖片	tu2pian4	túpiàn	picture; photograph
推	推	tui1	tuī	to push; to cut; to refuse
腿	骽	tui3	tuǐ	hip bone; old variant of 腿
外地	外地	wai4di4	wàidì	parts of the country other than where one is
外卖	外賣	wai4mai4	wàimài	(of a restaurant) to provide a takeout or home delivery meal; takeout (business); takeout (meal)
完	完	wan2	wán	to finish; to be over; whole
完成	完成	wan2cheng2	wánchéng	to complete; to accomplish
完全	完全	wan2quan2	wánquán	complete; whole; totally; entirely
晚安	晚安	wan3an1	wǎnān	Good night!; Good evening!
晚报	晚報	wan3bao4	wǎnbào	evening newspaper; (in a newspaper's name) Evening News
晚餐	晚餐	wan3can1	wǎncān	evening meal; dinner
晚会	晚會	wan3hui4	wǎnhuì	evening party
碗	碗	wan3	wǎn	bowl; cup
万	萬	wan4	wàn	ten thousand; a great number
网	網	wang3	wǎng	net; network
网球	網球	wang3qiu2	wǎngqiú	tennis; tennis ball
网站	網站	wang3zhan4	wǎngzhàn	website; network station; node
往	往	wang3	wǎng	to go (in a direction); to; towards
为	為	wei2, wei4	wéi, wèi	to act as; to serve as | for; because of; on behalf of
为什么	為什麼	wei4shen2me5	wèishénme	why?; for what reason?
位	位	wei4	wèi	position; location; place
味道	味道	wei4dao5	wèidao	flavor; taste; (fig.) feeling (of ...); sense (of ...); hint (of ...); (fig.) interest; delight
喂	喂	wei4	wèi	hey; to feed (an animal, baby, invalid etc)
温度	溫度	wen1du4	wēndù	temperature
闻	聞	wen2	wén	to hear; news; well-known
问路	問路	wen4lu4	wènlù	to ask for directions; to ask the way (to some place)
问题	問題	wen4ti2	wèntí	question; problem; issue
午餐	午餐	wu3can1	wǔcān	lunch; luncheon
午睡	午睡	wu3shui4	wǔshuì	to take a nap; siesta
西北	西北	xi1bei3	xīběi	northwest
西餐	西餐	xi1can1	xīcān	Western-style food
西方	西方	Xi1fang1	Xīfāng	the West; the Occident; Western countries
西南	西南	xi1nan2	xīnán	southwest
西医	西醫	xi1yi1	xīyī	Western medicine; a doctor trained in Western medicine
习惯	習慣	xi2guan4	xíguàn	habit; custom; usual practice
洗衣机	洗衣機	xi3yi1ji1	xǐyījī	washing machine; washer
洗澡	洗澡	xi3zao3	xǐzǎo	to bathe; to take a shower
下雪	下雪	xia4xue3	xiàxuě	to snow
下周	下週	xia4zhou1	xiàzhōu	next week
夏天	夏天	xia4tian1	xiàtiān	summer
相同	相同	xiang1tong2	xiāngtóng	identical; same
相信	相信	xiang1xin4	xiāngxìn	to be convinced (that sth is true); to believe; to accept sth as true
响	響	xiang3	xiǎng	echo; sound; noise
想到	想到	xiang3dao4	xiǎngdào	to think of; to call to mind; to anticipate
想法	想法	xiang3fa3	xiǎngfǎ	way of thinking; opinion; notion; to think of a way (to do sth)
想起	想起	xiang3qi3	xiǎngqǐ	to recall; to think of; to call to mind
向	向	xiang4	xiàng	towards; to face; to turn towards
相机	相機	xiang4ji1	xiàngjī	camera (abbr. for 照相机); at the opportune moment; as the circumstances allow
像	像	xiang4	xiàng	to resemble; to be like; to look as if
小声	小聲	xiao3sheng1	xiǎoshēng	in a low voice; (speak) in whispers
小时候	小時候	xiao3shi2hou5	xiǎoshíhou	in one's childhood
小说	小說	xiao3shuo1	xiǎoshuō	novel; fiction
小心	小心	xiao3xin1	xiǎoxīn	to be careful; to take care
小组	小組	xiao3zu3	xiǎozǔ	group
校园	校園	xiao4yuan2	xiàoyuán	campus
校长	校長	xiao4zhang3	xiàozhǎng	(college, university) president; headmaster
笑话	笑話	xiao4hua5	xiàohua	joke; jest; to laugh at; to mock
笑话儿	笑話兒	xiao4hua4r5	xiàohuàr	Joke
鞋	鞋	xie2	xié	shoe
心里	心裡	xin1li5	xīnli	chest; heart; mind
心情	心情	xin1qing2	xīnqíng	mood; frame of mind
心中	心中	xin1zhong1	xīnzhōng	central point; in one's thoughts; in one's heart
新闻	新聞	xin1wen2	xīnwén	news
信	信	xin4	xìn	letter; mail; to trust
信号	信號	xin4hao4	xìnhào	signal
信息	信息	xin4xi1	xìnxī	information; news; message
信心	信心	xin4xin1	xìnxīn	confidence; faith (in sb or sth)
信用卡	信用卡	xin4yong4ka3	xìnyòngkǎ	credit card
星星	星星	xing1xing5	xīngxing	(coll.) a star; the stars in the sky
行动	行動	xing2dong4	xíngdòng	operation; action; to move about
行人	行人	xing2ren2	xíngrén	pedestrian; traveler on foot; passer-by
行为	行為	xing2wei2	xíngwéi	action; conduct; behavior
姓	姓	xing4	xìng	family name; surname; to be surnamed
姓名	姓名	xing4ming2	xìngmíng	surname and given name; full name
休假	休假	xiu1jia4	xiūjià	to go on vacation; to have a holiday; to take leave
许多	許多	xu3duo1	xǔduō	many; a lot of; much
选	選	xuan3	xuǎn	to choose; to pick; to select
学期	學期	xue2qi1	xuéqī	term; semester
雪	雪	xue3	xuě	snow; (literary) to wipe away (a humiliation etc)
颜色	顏色	yan2se4	yánsè	color; countenance; appearance
眼	眼	yan3	yǎn	eye; small hole; crux (of a matter)
眼睛	眼睛	yan3jing5	yǎnjing	eye
养	養	yang3	yǎng	to raise (animals); to bring up (children); to keep (pets)
样子	樣子	yang4zi5	yàngzi	appearance; manner; pattern
要求	要求	yao1qiu2	yāoqiú	to request; to require; requirement
药	藥	yao4	yào	medicine; drug; substance used for a specific purpose (e.g. poisoning, explosion, fermenting)
药店	藥店	yao4dian4	yàodiàn	pharmacy
药片	藥片	yao4pian4	yàopiàn	a (medicine) pill or tablet
药水	藥水	yao4shui3	yàoshuǐ	medicine in liquid form; bottled medicine; lotion
也许	也許	ye3xu3	yěxǔ	perhaps; maybe
夜	夜	ye4	yè	night
夜里	夜裡	ye4li5	yèli	during the night; at night; nighttime
一部分	一部分	yi1bu4fen5	yībùfen	portion; part of; subset
一定	一定	yi1ding4	yīdìng	surely; certainly; necessarily
一共	一共	yi1gong4	yīgòng	altogether
一路平安	一路平安	yi1lu4ping2an1	yīlùpíngān	to have a pleasant journey; Bon voyage!
一路顺风	一路順風	yi1lu4shun4feng1	yīlùshùnfēng	to have a pleasant journey (idiom)
已经	已經	yi3jing1	yǐjīng	already
以后	以後	yi3hou4	yǐhòu	after; later; afterwards
以前	以前	yi3qian2	yǐqián	before; formerly; previous
以上	以上	yi3shang4	yǐshàng	that level or higher; that amount or more; the above-mentioned
以外	以外	yi3wai4	yǐwài	apart from; other than; except for
以为	以為	yi3wei2	yǐwéi	to think (i.e. to take it to be true that ...) (Usually there is an implication that the notion is mistaken – except when expressing one's own current opinion.)
以下	以下	yi3xia4	yǐxià	that level or lower; that amount or less; the following
椅子	椅子	yi3zi5	yǐzi	chair
一般	一般	yi1ban1	yībān	same; ordinary; so-so
一点点	一點點	yi1dian3dian3	yīdiǎndiǎn	a little bit
一生	一生	yi1sheng1	yīshēng	all one's life; throughout one's life
一直	一直	yi1zhi2	yīzhí	straight (in a straight line); continuously; always; all the way through
亿	億	yi4	yì	100 million
意见	意見	yi4jian4	yìjiàn	idea; opinion; suggestion
意思	意思	yi4si5	yìsi	idea; opinion; meaning
因为	因為	yin1wei4	yīnwèi	because; owing to; on account of
阴	陰	yin1	yīn	overcast (weather); cloudy; shady
阴天	陰天	yin1tian1	yīntiān	cloudy day; overcast sky
音节	音節	yin1jie2	yīnjié	syllable
音乐	音樂	yin1yue4	yīnyuè	music
音乐会	音樂會	yin1yue4hui4	yīnyuèhuì	concert
银行	銀行	yin2hang2	yínháng	bank
银行卡	銀行卡	yin2hang2ka3	yínhángkǎ	bank card; ATM card
应该	應該	ying1gai1	yīnggāi	ought to; should; must
英文	英文	Ying1wen2	Yīngwén	English (language)
英语	英語	Ying1yu3	Yīngyǔ	English (language)
影片	影片	ying3pian4	yǐngpiàn	a copy of a film; film; motion picture; movie
影响	影響	ying3xiang3	yǐngxiǎng	influence; effect; to influence
永远	永遠	yong3yuan3	yǒngyuǎn	forever; eternal
油	油	you2	yóu	oil; fat; grease
游客	遊客	you2ke4	yóukè	traveler; tourist; (online gaming) guest player
友好	友好	you3hao3	yǒuhǎo	friendly; amicable; close friend
有空儿	有空兒	you3kong4r5	yǒukòngr	available
有人	有人	you3ren2	yǒurén	someone; people; anyone
有点儿	有點兒	you3dian3r5	yǒudiǎnr	slightly; a little; somewhat
有意思	有意思	you3yi4si5	yǒuyìsi	interesting; meaningful; enjoyable
又	又	you4	yòu	(once) again; also; both... and...
鱼	魚	yu2	yú	fish
语言	語言	yu3yan2	yǔyán	language
原来	原來	yuan2lai2	yuánlái	original; former; originally
原因	原因	yuan2yin1	yuányīn	cause; origin; root cause
院	院	yuan4	yuàn	courtyard; institution
院长	院長	yuan4zhang3	yuànzhǎng	the head of an institution whose name ends in 院; chair of a board; president of a university
院子	院子	yuan4zi5	yuànzi	courtyard; garden; yard
愿意	願意	yuan4yi4	yuànyì	to wish; to want; ready
月份	月份	yue4fen4	yuèfèn	month
月亮	月亮	yue4liang5	yuèliang	the moon
越	越	yue4	yuè	to exceed; to climb over; to surpass
越来越	越來越	yue4lai2yue4	yuèláiyuè	more and more
云	云	yun2	yún	(classical) to say
运动	運動	yun4dong4	yùndòng	to move; to exercise; sports
咱	咱	zan2	zán	I or me; we (including both the speaker and the person spoken to)
咱们	咱們	zan2men5	zánmen	we or us (including both the speaker and the person(s) spoken to); (dialect) I or me; (dialect) (in a coaxing or familiar way) you
脏	髒	zang1	zāng	dirty; filthy; to get (sth) dirty
早餐	早餐	zao3can1	zǎocān	breakfast
早晨	早晨	zao3chen2	zǎochén	early morning; also pr. [zǎo chen]
早就	早就	zao3jiu4	zǎojiù	already at an earlier time
怎么办	怎麼辦	zen3me5ban4	zěnmebàn	what's to be done
怎么样	怎麼樣	zen3me5yang4	zěnmeyàng	how?; how about?; how was it?
怎样	怎樣	zen3yang4	zěnyàng	how; what kind
占	占	zhan4	zhàn	to take possession of; to occupy; to take up
站住	站住	zhan4zhu4	zhànzhù	to stand
长大	長大	zhang3da4	zhǎngdà	to grow up
找出	找出	zhao3chu1	zhǎochū	to find; to search out
照顾	照顧	zhao4gu5	zhàogu	to take care of; to show consideration; to attend to
照片	照片	zhao4pian4	zhàopiàn	photograph; picture
照相	照相	zhao4xiang4	zhàoxiàng	to take a photograph
这么	這麼	zhe4me5	zhème	so much; this much; how much?
这时候	這時候	zhe4shíhòu	zhèshíhòu	At this moment
这样	這樣	zhe4yang4	zhèyàng	this kind of; so; this way
真正	真正	zhen1zheng4	zhēnzhèng	genuine; real; true; really; indeed
正常	正常	zheng4chang2	zhèngcháng	regular; normal; ordinary
正好	正好	zheng4hao3	zhènghǎo	just (in time); just right; just enough
正确	正確	zheng4que4	zhèngquè	correct; sound; right; proper
正是	正是	zheng4shi4	zhèngshì	is precisely
直接	直接	zhi2jie1	zhíjiē	direct (opposite: indirect 间接); immediate; straightforward
只	只	zhi3	zhǐ	only; merely; just
只能	只能	zhi3neng2	zhǐnéng	can only; obliged to do sth; to have no other choice
只要	只要	zhi3yao4	zhǐyào	if only; so long as
纸	紙	zhi3	zhǐ	paper; classifier for documents, letter etc
中餐	中餐	zhong1can1	zhōngcān	lunch; Chinese meal; Chinese food
中级	中級	zhong1ji2	zhōngjí	middle level (in a hierarchy)
中年	中年	zhong1nian2	zhōngnián	middle age
中小学	中小學	zhong1xiao3xue2	zhōngxiǎoxué	middle and elementary school
中心	中心	zhong1xin1	zhōngxīn	center; heart; core
中医	中醫	Zhong1yi1	Zhōngyī	traditional Chinese medical science; a doctor trained in Chinese medicine
重点	重點	zhong4dian3	zhòngdiǎn	important point; main point; focus; key (project etc); to focus on; to put the emphasis on
重视	重視	zhong4shi4	zhòngshì	to attach importance to sth; to value
周	周	zhou1	zhōu	to make a circuit; to circle; circle
周末	週末	zhou1mo4	zhōumò	weekend
周年	週年	zhou1nian2	zhōunián	anniversary; annual
主人	主人	zhu3ren2	zhǔrén	master; host; owner
主要	主要	zhu3yao4	zhǔyào	main; principal; major
住房	住房	zhu4fang2	zhùfáng	housing
住院	住院	zhu4yuan4	zhùyuàn	to be in hospital; to be hospitalized
装	裝	zhuang1	zhuāng	adornment; to adorn; dress
准确	準確	zhun3que4	zhǔnquè	accurate; exact; precise
自己	自己	zi4ji3	zìjǐ	oneself; one's own
自行车	自行車	zi4xing2che1	zìxíngchē	bicycle; bike
自由	自由	zi4you2	zìyóu	freedom; liberty; free; unrestricted
字典	字典	zi4dian3	zìdiǎn	Chinese character dictionary (containing entries for single characters, contrasted with a 词典, which has entries for words of one or more characters); (coll.) dictionary
走过	走過	zou3guo4	zǒuguò	to walk past; to pass by
走进	走進	zou3jin4	zǒujìn	to enter
走开	走開	zou3kai1	zǒukāi	to leave; to walk away; to beat it
租	租	zu1	zū	to hire; to rent; to charter
组	組	zu3	zǔ	to form; to organize; group
组成	組成	zu3cheng2	zǔchéng	to form; to make up; to constitute
组长	組長	zu3zhang3	zǔzhǎng	group leader
嘴	嘴	zui3	zuǐ	mouth; beak; nozzle
最近	最近	zui4jin4	zuìjìn	recently; soon; nearest
作家	作家	zuo4jia1	zuòjiā	author
作文	作文	zuo4wen2	zuòwén	to write an essay; composition (student essay)
作业	作業	zuo4ye4	zuòyè	school assignment; homework; work
作用	作用	zuo4yong4	zuòyòng	to act on; to affect; action
座	座	zuo4	zuò	seat; base; stand
座位	座位	zuo4wei4	zuòwèi	seat
做到	做到	zuo4dao4	zuòdào	to accomplish; to achieve
做法	做法	zuo4fa3	zuòfǎ	way of handling sth; method for making; work method
做饭	做飯	zuo4fan4	zuòfàn	to prepare a meal; to cook
